dgp,n,rep,method,MASE,RMSSE,sMAPE
D8,24,15,CrostonOptimized,0.8689971441188251,0.7421668975152151,170.2525517256495
D8,24,16,CrostonOptimized,0.6436843199660366,0.5831217974412218,96.41416459202225
D8,24,17,CrostonOptimized,0.7921934778336551,0.6665483497091398,172.7031857338788
D8,24,18,CrostonOptimized,0.7241469679458855,0.5616939566828847,171.05720154196388
D8,24,19,CrostonOptimized,1.0056676745294368,0.6807318957823778,166.33982931116236
D8,24,20,CrostonOptimized,0.7851498143325708,0.6786343692335463,175.25941868259227
D8,24,21,CrostonOptimized,1.1685932894735902,0.9313259568625157,168.6304679348561
D8,24,22,CrostonOptimized,0.860250106829865,0.6628864767130646,148.79897354018865
D8,24,23,CrostonOptimized,0.6422585487350232,0.5202582837923406,187.452038078475
D8,24,24,CrostonOptimized,1.207934587860975,0.9202740440884344,159.28224805998013
D8,24,25,CrostonOptimized,1.0521177531188721,0.7725264880397849,176.24775122420508
D8,24,26,CrostonOptimized,0.796704191247874,0.6458960264668803,177.90757087683465
D8,24,27,CrostonOptimized,0.8919914852401283,0.6766277054402632,170.03233086387485
D8,24,28,CrostonOptimized,1.0597831089420815,0.7073752400479968,156.50409415121896
D8,24,29,CrostonOptimized,0.8199478506880065,0.5609599340210959,200.0
D8,24,30,CrostonOptimized,0.6376503700710515,0.543971264801716,154.77993258080105
D8,24,31,CrostonOptimized,1.3814692120844618,0.9575058307656893,145.703691020296
D8,24,32,CrostonOptimized,1.4934841668083338,1.1934428552717296,176.79738317360247
D8,24,33,CrostonOptimized,1.2992067235951983,0.9793344776917409,172.14967089520056
D8,24,34,CrostonOptimized,1.055943066902188,0.781071087854402,171.96988810579742
D8,24,35,CrostonOptimized,0.9209574331552464,0.7047813269083754,163.72357666478837
D8,24,36,CrostonOptimized,0.816358024691358,0.6255612378600737,126.77872715863401
D8,24,37,CrostonOptimized,2.4701033321721417,1.3968307270568765,178.97662601787064
